时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	高度(m)	气压(kPa)	版本号()	电量(%)
2026-3-24 14:58:37.771	WT901BLE68(2D9DAA075046)	0.402	-0.739	-0.540	-10.620	-9.155	-7.751	-124.64	-24.87	0.53	-42.887	34.247	38.527	-0.42642	0.87793	0.07248	0.20502	24.1	null	null	13113	100
2026-3-24 14:58:37.951	WT901BLE68(2D9DAA075046)	0.400	-0.706	-0.578	-10.864	-8.423	-7.568	-127.84	-24.96	-3.39	-44.720	31.967	43.400	-0.42642	0.87793	0.07248	0.20502	24.1	null	null	13113	100
2026-3-24 14:58:38.161	WT901BLE68(2D9DAA075046)	0.402	-0.667	-0.619	-11.292	-7.874	-7.385	-131.07	-24.90	-6.95	-44.720	31.967	43.400	-0.36447	0.90222	0.00586	0.23019	24.1	null	null	13113	100
2026-3-24 14:58:38.371	WT901BLE68(2D9DAA075046)	0.400	-0.638	-0.654	-11.536	-7.935	-7.080	-134.29	-24.79	-10.48	-46.173	29.433	48.513	-0.36447	0.90222	0.00586	0.23019	24.1	null	null	13113	100
2026-3-24 14:58:38.579	WT901BLE68(2D9DAA075046)	0.390	-0.598	-0.693	-11.597	-7.751	-6.653	-137.53	-24.52	-13.83	-46.173	29.433	48.513	-0.29776	0.92078	-0.06488	0.24332	24.1	null	null	13113	100
2026-3-24 14:58:38.761	WT901BLE68(2D9DAA075046)	0.384	-0.560	-0.724	-12.146	-6.897	-6.592	-140.76	-24.14	-17.09	-47.560	26.893	53.507	-0.29776	0.92078	-0.06488	0.24332	24.1	null	null	13113	100
2026-3-24 14:58:38.971	WT901BLE68(2D9DAA075046)	0.374	-0.521	-0.758	-12.024	-7.263	-6.165	-143.96	-23.71	-20.37	-47.560	26.893	53.507	-0.23569	0.93109	-0.13156	0.24518	24.1	null	null	13113	100
2026-3-24 14:58:39.179	WT901BLE68(2D9DAA075046)	0.366	-0.479	-0.788	-12.329	-6.958	-5.981	-147.17	-23.16	-23.49	-47.860	23.387	58.173	-0.23569	0.93109	-0.13156	0.24518	24.1	null	null	13113	100
2026-3-24 14:58:39.361	WT901BLE68(2D9DAA075046)	0.361	-0.436	-0.817	-12.390	-6.958	-5.615	-150.36	-22.56	-26.63	-47.860	23.387	58.173	-0.17136	0.93472	-0.20206	0.23663	24.1	null	null	13113	100
2026-3-24 14:58:39.571	WT901BLE68(2D9DAA075046)	0.342	-0.393	-0.843	-12.634	-6.592	-5.432	-153.51	-21.87	-29.81	-48.487	19.807	62.247	-0.17136	0.93472	-0.20206	0.23663	24.1	null	null	13113	100
2026-3-24 14:58:39.779	WT901BLE68(2D9DAA075046)	0.329	-0.350	-0.867	-12.939	-5.981	-5.249	-156.62	-21.11	-33.00	-48.487	19.807	62.247	-0.11374	0.93094	-0.26843	0.21970	24.1	null	null	13113	100
2026-3-24 14:58:39.989	WT901BLE68(2D9DAA075046)	0.313	-0.300	-0.891	-12.939	-6.226	-4.883	-159.71	-20.27	-36.23	-48.200	16.020	66.880	-0.11374	0.93094	-0.26843	0.21970	24.1	null	null	13113	100
2026-3-24 14:58:40.171	WT901BLE68(2D9DAA075046)	0.301	-0.252	-0.910	-13.184	-5.981	-4.639	-162.76	-19.37	-39.52	-48.200	16.020	66.880	-0.05618	0.91891	-0.33932	0.19287	24.1	null	null	13113	100
2026-3-24 14:58:40.379	WT901BLE68(2D9DAA075046)	0.278	-0.208	-0.928	-13.367	-5.737	-4.456	-165.78	-18.42	-42.96	-47.920	11.293	70.387	-0.05618	0.91891	-0.33932	0.19287	24.1	null	null	13113	100
2026-3-24 14:58:40.589	WT901BLE68(2D9DAA075046)	0.262	-0.160	-0.942	-13.306	-5.981	-4.150	-168.78	-17.39	-46.49	-47.920	11.293	70.387	-0.00769	0.90131	-0.40222	0.16034	24.1	null	null	13113	100
2026-3-24 14:58:40.769	WT901BLE68(2D9DAA075046)	0.243	-0.111	-0.954	-13.672	-5.676	-3.906	-171.72	-16.32	-49.64	-47.073	7.840	73.793	-0.00769	0.90131	-0.40222	0.16034	24.1	null	null	13113	100
2026-3-24 14:58:40.979	WT901BLE68(2D9DAA075046)	0.225	-0.065	-0.962	-13.306	-6.287	-3.540	-174.65	-15.19	-52.44	-47.073	7.840	73.793	0.03442	0.88290	-0.45221	0.12112	24.1	null	null	13113	100
2026-3-24 14:58:41.189	WT901BLE68(2D9DAA075046)	0.208	-0.015	-0.971	-13.367	-6.104	-3.235	-177.54	-14.00	-54.96	-46.093	3.153	76.813	0.03442	0.88290	-0.45221	0.12112	24.1	null	null	13113	100
2026-3-24 14:58:41.399	WT901BLE68(2D9DAA075046)	0.183	0.032	-0.974	-13.794	-6.042	-3.113	179.58	-12.80	-57.23	-46.093	3.153	76.813	0.07275	0.86356	-0.49323	0.07495	24.1	null	null	13113	100
2026-3-24 14:58:41.579	WT901BLE68(2D9DAA075046)	0.160	0.082	-0.975	-13.611	-5.615	-2.747	176.76	-11.52	-59.30	-44.847	-1.640	79.007	0.07275	0.86356	-0.49323	0.07495	24.1	null	null	13113	100
2026-3-24 14:58:41.789	WT901BLE68(2D9DAA075046)	0.133	0.129	-0.975	-13.855	-6.042	-2.502	173.96	-10.18	-61.22	-44.847	-1.640	79.007	0.10355	0.84564	-0.52274	0.02850	24.1	null	null	13113	100
2026-3-24 14:58:41.999	WT901BLE68(2D9DAA075046)	0.113	0.176	-0.969	-13.611	-6.531	-2.075	171.19	-8.83	-62.99	-43.280	-6.193	82.167	0.10355	0.84564	-0.52274	0.02850	24.1	null	null	13113	100
2026-3-24 14:58:42.179	WT901BLE68(2D9DAA075046)	0.094	0.225	-0.962	-13.794	-6.592	-1.831	168.42	-7.46	-64.67	-43.280	-6.193	82.167	0.13208	0.82648	-0.54666	-0.02310	24.1	null	null	13113	100
2026-3-24 14:58:42.361	WT901BLE68(2D9DAA075046)	0.064	0.271	-0.956	-13.489	-7.385	-1.465	165.68	-6.02	-66.28	-43.280	-6.193	82.167	0.13208	0.82648	-0.54666	-0.02310	24.1	null	null	13113	100
2026-3-24 14:58:42.479	WT901BLE68(2D9DAA075046)	0.046	0.315	-0.941	-13.733	-7.019	-1.160	162.95	-4.53	-67.87	-43.280	-6.193	82.167	0.13208	0.82648	-0.54666	-0.02310	24.1	null	null	13113	100
2026-3-24 14:58:42.599	WT901BLE68(2D9DAA075046)	0.039	0.336	-0.932	-13.428	-7.324	-0.977	161.59	-3.81	-68.65	-43.280	-6.193	82.167	0.13208	0.82648	-0.54666	-0.02310	24.1	null	null	13113	100
2026-3-24 14:58:42.809	WT901BLE68(2D9DAA075046)	0.010	0.357	-0.928	-13.733	-8.057	-0.793	160.25	-3.05	-69.43	-39.113	-15.920	85.553	0.13208	0.82648	-0.54666	-0.02310	24.1	null	null	13113	100
2026-3-24 14:58:42.989	WT901BLE68(2D9DAA075046)	-0.019	0.403	-0.907	-13.489	-8.118	-0.305	157.56	-1.49	-71.05	-39.113	-15.920	85.553	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:43.109	WT901BLE68(2D9DAA075046)	-0.043	0.444	-0.890	-13.489	-8.667	0.000	154.86	0.05	-72.71	-39.113	-15.920	85.553	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:43.289	WT901BLE68(2D9DAA075046)	-0.055	0.485	-0.867	-13.367	-9.644	0.427	152.17	1.67	-74.45	-39.113	-15.920	85.553	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:43.409	WT901BLE68(2D9DAA075046)	-0.068	0.505	-0.858	-13.062	-9.949	0.610	150.82	2.48	-75.36	-39.113	-15.920	85.553	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:43.589	WT901BLE68(2D9DAA075046)	-0.092	0.526	-0.842	-13.062	-9.705	0.854	149.48	3.31	-76.29	-33.633	-25.533	88.487	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:43.709	WT901BLE68(2D9DAA075046)	-0.129	0.559	-0.816	-12.207	-12.817	1.343	146.83	5.06	-78.35	-33.633	-25.533	88.487	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:43.920	WT901BLE68(2D9DAA075046)	-0.155	0.597	-0.784	-11.719	-13.184	1.709	144.24	6.90	-80.63	-33.633	-25.533	88.487	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.99	WT901BLE68(2D9DAA075046)	-0.186	0.613	-0.768	-11.230	-15.747	2.014	142.94	7.93	-81.93	-29.807	-29.927	89.500	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.219	WT901BLE68(2D9DAA075046)	-0.215	0.642	-0.739	-10.559	-16.174	2.441	140.40	9.93	-84.65	-29.807	-29.927	89.500	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.399	WT901BLE68(2D9DAA075046)	-0.247	0.660	-0.716	-9.827	-16.174	2.625	139.13	11.06	-86.23	-25.193	-34.400	91.120	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.519	WT901BLE68(2D9DAA075046)	-0.266	0.681	-0.684	-8.667	-19.409	2.991	136.58	13.30	-89.57	-25.193	-34.400	91.120	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.699	WT901BLE68(2D9DAA075046)	-0.318	0.703	-0.646	-7.935	-21.179	3.357	134.03	15.61	-93.31	-25.193	-34.400	91.120	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.819	WT901BLE68(2D9DAA075046)	-0.330	0.718	-0.625	-7.507	-17.212	3.357	132.74	16.77	-95.31	-25.193	-34.400	91.120	0.17474	0.78635	-0.57831	-0.12869	24.1	null	null	13113	100
2026-3-24 14:58:44.999	WT901BLE68(2D9DAA075046)	-0.340	0.726	-0.602	-6.714	-24.597	3.540	131.40	18.05	-97.56	-25.193	-34.400	91.120	0.14465	0.61868	-0.64145	-0.42981	24.1	null	null	13113	100
2026-3-24 14:58:45.119	WT901BLE68(2D9DAA075046)	-0.401	0.741	-0.563	-5.615	-21.973	3.601	128.73	20.36	-102.06	-25.193	-34.400	91.120	0.14465	0.61868	-0.64145	-0.42981	24.1	null	null	13113	100
2026-3-24 14:58:45.329	WT901BLE68(2D9DAA075046)	-0.409	0.755	-0.513	-4.700	-25.391	3.601	125.90	22.75	-107.11	-25.193	-34.400	91.120	0.14465	0.61868	-0.64145	-0.42981	24.1	null	null	13113	100
2026-3-24 14:58:45.509	WT901BLE68(2D9DAA075046)	-0.446	0.764	-0.492	-4.028	-26.245	3.357	124.43	23.94	-109.79	-25.193	-34.400	91.120	0.09836	0.56061	-0.65604	-0.49551	24.1	null	null	13113	100
2026-3-24 14:58:45.629	WT901BLE68(2D9DAA075046)	-0.465	0.774	-0.436	-2.869	-27.954	3.052	121.38	26.28	-115.50	-25.193	-34.400	91.120	0.09836	0.56061	-0.65604	-0.49551	24.1	null	null	13113	100
2026-3-24 14:58:45.809	WT901BLE68(2D9DAA075046)	-0.505	0.782	-0.408	-2.136	-29.785	2.686	119.79	27.43	-118.49	-25.193	-34.400	91.120	0.04343	0.50134	-0.66577	-0.55084	24.1	null	null	13113	100
2026-3-24 14:58:45.929	WT901BLE68(2D9DAA075046)	-0.538	0.786	-0.356	-1.099	-30.457	1.953	116.52	29.69	-124.76	-25.193	-34.400	91.120	0.04343	0.50134	-0.66577	-0.55084	24.1	null	null	13113	100
2026-3-24 14:58:46.139	WT901BLE68(2D9DAA075046)	-0.540	0.789	-0.299	-0.244	-28.137	0.793	113.05	31.83	-131.31	-25.193	-34.400	91.120	0.04343	0.50134	-0.66577	-0.55084	24.1	null	null	13113	100
2026-3-24 14:58:46.349	WT901BLE68(2D9DAA075046)	-0.579	0.792	-0.274	0.000	-31.372	0.305	111.25	32.85	-134.70	-25.193	-34.400	91.120	-0.02573	0.43463	-0.66910	-0.60217	24.1	null	null	13113	100
2026-3-24 14:58:46.409	WT901BLE68(2D9DAA075046)	-0.592	0.792	-0.215	0.488	-29.663	-0.854	107.40	34.81	-141.75	-25.193	-34.400	91.120	-0.02573	0.43463	-0.66910	-0.60217	24.1	null	null	13113	100
2026-3-24 14:58:46.529	WT901BLE68(2D9DAA075046)	-0.607	0.790	-0.183	0.610	-29.358	-1.648	105.49	35.70	-145.19	-25.193	-34.400	91.120	-0.02573	0.43463	-0.66910	-0.60217	24.1	null	null	13113	100
2026-3-24 14:58:46.739	WT901BLE68(2D9DAA075046)	-0.611	0.786	-0.125	0.610	-31.372	-2.747	101.38	37.39	-152.35	-25.193	-34.400	91.120	-0.02573	0.43463	-0.66910	-0.60217	24.1	null	null	13113	100
2026-3-24 14:58:46.951	WT901BLE68(2D9DAA075046)	-0.640	0.782	-0.095	0.610	-28.076	-3.418	99.28	38.16	-155.92	79.000	-58.673	88.440	-0.02573	0.43463	-0.66910	-0.60217	24.1	null	null	13113	100
2026-3-24 14:58:47.161	WT901BLE68(2D9DAA075046)	-0.647	0.774	-0.035	0.244	-27.283	-4.700	95.04	39.57	-162.87	79.000	-58.673	88.440	-0.17236	0.31467	-0.64667	-0.67303	24.1	null	null	13113	100
2026-3-24 14:58:47.219	WT901BLE68(2D9DAA075046)	-0.635	0.762	0.020	-0.183	-23.499	-6.165	90.73	40.78	-169.60	79.000	-58.673	88.440	-0.17236	0.31467	-0.64667	-0.67303	24.1	null	null	13113	100
2026-3-24 14:58:47.339	WT901BLE68(2D9DAA075046)	-0.671	0.756	0.038	-0.488	-14.343	-6.531	88.90	41.35	-172.36	79.000	-58.673	88.440	-0.17236	0.31467	-0.64667	-0.67303	24.1	null	null	13113	100
2026-3-24 14:58:47.551	WT901BLE68(2D9DAA075046)	-0.667	0.741	0.097	-0.977	-24.658	-7.080	84.51	42.31	-178.73	79.000	-58.673	88.440	-0.17236	0.31467	-0.64667	-0.67303	24.1	null	null	13113	100
2026-3-24 14:58:47.761	WT901BLE68(2D9DAA075046)	-0.682	0.732	0.123	-1.465	-23.071	-7.751	82.33	42.74	178.20	99.333	-29.860	8.407	-0.17236	0.31467	-0.64667	-0.67303	24.1	null	null	13113	100
2026-3-24 14:58:47.939	WT901BLE68(2D9DAA075046)	-0.698	0.715	0.185	-2.197	-19.714	-8.118	77.45	43.37	171.55	99.333	-29.860	8.407	-0.30139	0.23560	-0.59119	-0.70996	24.1	null	null	13113	100
2026-3-24 14:58:48.151	WT901BLE68(2D9DAA075046)	-0.688	0.694	0.237	-3.052	-18.555	-8.606	72.95	43.89	165.77	79.160	-18.180	-18.567	-0.30139	0.23560	-0.59119	-0.70996	24.1	null	null	13113	100
2026-3-24 14:58:48.361	WT901BLE68(2D9DAA075046)	-0.694	0.667	0.289	-3.845	-15.869	-9.033	68.46	44.27	160.26	79.160	-18.180	-18.567	-0.36685	0.20218	-0.56039	-0.71442	24.1	null	null	13113	100
2026-3-24 14:58:48.571	WT901BLE68(2D9DAA075046)	-0.699	0.643	0.337	-4.639	-13.611	-9.521	63.92	44.50	148.36	57.713	-11.540	-31.387	-0.36685	0.20218	-0.56039	-0.71442	24.1	null	null	13113	100
2026-3-24 14:58:48.751	WT901BLE68(2D9DAA075046)	-0.697	0.616	0.382	-5.127	-14.343	-9.216	59.57	44.71	133.72	57.713	-11.540	-31.387	-0.53745	0.09253	-0.54474	-0.63696	24.1	null	null	13113	100
2026-3-24 14:58:48.961	WT901BLE68(2D9DAA075046)	-0.692	0.584	0.428	-5.798	-15.625	-9.277	55.01	44.61	119.36	42.813	-8.127	-33.893	-0.53745	0.09253	-0.54474	-0.63696	24.1	null	null	13113	100
2026-3-24 14:58:49.171	WT901BLE68(2D9DAA075046)	-0.687	0.556	0.476	-6.592	-11.780	-9.583	50.49	44.29	105.51	42.813	-8.127	-33.893	-0.66943	0.01300	-0.51120	-0.53873	24.1	null	null	13113	100
2026-3-24 14:58:49.351	WT901BLE68(2D9DAA075046)	-0.685	0.521	0.517	-7.019	-14.771	-9.277	46.19	43.99	92.67	33.233	-6.233	-34.560	-0.66943	0.01300	-0.51120	-0.53873	24.1	null	null	13113	100
2026-3-24 14:58:49.561	WT901BLE68(2D9DAA075046)	-0.671	0.483	0.555	-7.690	-6.042	-9.460	42.07	43.67	80.62	33.233	-6.233	-34.560	-0.77054	-0.04150	-0.46857	-0.42996	24.1	null	null	13113	100
2026-3-24 14:58:49.771	WT901BLE68(2D9DAA075046)	-0.676	0.447	0.591	-8.179	-10.315	-9.399	37.92	43.14	69.22	27.927	-3.987	-33.233	-0.77054	-0.04150	-0.46857	-0.42996	24.1	null	null	13113	100
2026-3-24 14:58:49.979	WT901BLE68(2D9DAA075046)	-0.665	0.408	0.628	-8.850	-8.545	-9.460	33.89	42.64	58.74	27.927	-3.987	-33.233	-0.84662	-0.07187	-0.42444	-0.31271	24.1	null	null	13113	100
2026-3-24 14:58:50.161	WT901BLE68(2D9DAA075046)	-0.661	0.369	0.657	-9.155	-7.385	-9.277	29.92	42.15	49.02	24.140	-0.860	-34.280	-0.84662	-0.07187	-0.42444	-0.31271	24.1	null	null	13113	100
2026-3-24 14:58:50.371	WT901BLE68(2D9DAA075046)	-0.654	0.324	0.688	-9.705	-6.226	-9.399	25.98	41.67	39.98	24.140	-0.860	-34.280	-0.89346	-0.07867	-0.38889	-0.21027	24.1	null	null	13113	100
2026-3-24 14:58:50.579	WT901BLE68(2D9DAA075046)	-0.649	0.280	0.711	-10.132	-5.920	-9.399	22.08	41.21	31.83	21.387	3.220	-33.280	-0.89346	-0.07867	-0.38889	-0.21027	24.1	null	null	13113	100
2026-3-24 14:58:50.759	WT901BLE68(2D9DAA075046)	-0.642	0.233	0.732	-10.681	-5.432	-9.521	18.20	40.72	24.18	21.387	3.220	-33.280	-0.92374	-0.06876	-0.35922	-0.11337	24.1	null	null	13113	100
2026-3-24 14:58:50.969	WT901BLE68(2D9DAA075046)	-0.635	0.184	0.753	-10.864	-4.822	-9.338	14.37	40.17	17.15	19.387	8.793	-34.160	-0.92374	-0.06876	-0.35922	-0.11337	24.1	null	null	13113	100
2026-3-24 14:58:51.179	WT901BLE68(2D9DAA075046)	-0.624	0.132	0.770	-10.864	-4.578	-9.094	10.63	39.62	10.84	19.387	8.793	-34.160	-0.93881	-0.04813	-0.33878	-0.03763	24.1	null	null	13113	100
2026-3-24 14:58:51.389	WT901BLE68(2D9DAA075046)	-0.615	0.080	0.787	-11.108	-4.761	-8.972	6.94	38.90	5.10	16.747	14.333	-33.987	-0.93881	-0.04813	-0.33878	-0.03763	24.1	null	null	13113	100
2026-3-24 14:58:51.571	WT901BLE68(2D9DAA075046)	-0.598	0.031	0.799	-11.169	-4.822	-8.728	3.31	38.06	0.01	16.747	14.333	-33.987	-0.94647	-0.01697	-0.32104	0.02676	24.1	null	null	13113	100
2026-3-24 14:58:51.779	WT901BLE68(2D9DAA075046)	-0.586	-0.016	0.807	-11.353	-4.333	-8.606	-0.23	37.15	-4.54	14.187	20.007	-33.173	-0.94647	-0.01697	-0.32104	0.02676	24.1	null	null	13113	100
2026-3-24 14:58:51.989	WT901BLE68(2D9DAA075046)	-0.570	-0.070	0.816	-11.536	-4.639	-8.423	-3.69	36.16	-8.61	14.187	20.007	-33.173	-0.94827	0.01797	-0.30795	0.07437	24.1	null	null	13113	100
2026-3-24 14:58:52.171	WT901BLE68(2D9DAA075046)	-0.553	-0.119	0.821	-11.841	-4.822	-8.362	-7.05	35.08	-12.24	11.227	25.833	-30.693	-0.94827	0.01797	-0.30795	0.07437	24.1	null	null	13113	100
2026-3-24 14:58:52.379	WT901BLE68(2D9DAA075046)	-0.534	-0.168	0.824	-11.902	-4.822	-8.179	-10.35	33.90	-15.42	11.227	25.833	-30.693	-0.94669	0.06015	-0.29553	0.11282	24.1	null	null	13113	100
2026-3-24 14:58:52.589	WT901BLE68(2D9DAA075046)	-0.511	-0.218	0.825	-11.902	-4.761	-7.935	-13.56	32.64	-18.23	7.567	30.787	-27.833	-0.94669	0.06015	-0.29553	0.11282	24.1	null	null	13113	100
2026-3-24 14:58:52.799	WT901BLE68(2D9DAA075046)	-0.489	-0.264	0.824	-12.207	-4.639	-7.874	-16.68	31.32	-20.69	7.567	30.787	-27.833	-0.94281	0.10233	-0.28458	0.13983	24.1	null	null	13113	100
2026-3-24 14:58:52.979	WT901BLE68(2D9DAA075046)	-0.469	-0.312	0.819	-12.024	-4.761	-7.446	-19.72	29.94	-22.82	3.647	35.587	-23.267	-0.94281	0.10233	-0.28458	0.13983	24.1	null	null	13113	100
2026-3-24 14:58:53.189	WT901BLE68(2D9DAA075046)	-0.446	-0.358	0.814	-12.146	-5.127	-7.202	-22.68	28.51	-24.57	3.647	35.587	-23.267	-0.93689	0.14951	-0.27225	0.16025	24.1	null	null	13113	100
2026-3-24 14:58:53.399	WT901BLE68(2D9DAA075046)	-0.420	-0.402	0.809	-9.094	-5.371	-5.127	-25.18	27.08	-25.83	0.560	39.647	-19.160	-0.93689	0.14951	-0.27225	0.16025	24.1	null	null	13113	100
2026-3-24 14:58:53.609	WT901BLE68(2D9DAA075046)	-0.396	-0.441	0.798	-12.451	-5.310	-6.836	-27.87	25.56	-26.93	0.560	39.647	-19.160	-0.93042	0.19302	-0.25952	0.17200	24.1	null	null	13113	100
2026-3-24 14:58:53.789	WT901BLE68(2D9DAA075046)	-0.368	-0.483	0.785	-12.329	-5.249	-6.531	-30.65	23.99	-27.88	-3.300	42.920	-13.007	-0.93042	0.19302	-0.25952	0.17200	24.1	null	null	13113	100
2026-3-24 14:58:53.999	WT901BLE68(2D9DAA075046)	-0.343	-0.528	0.770	-12.634	-5.798	-6.287	-33.37	22.37	-28.56	-3.300	42.920	-13.007	-0.92123	0.24438	-0.24365	0.17923	24.1	null	null	13113	100
2026-3-24 14:58:54.209	WT901BLE68(2D9DAA075046)	-0.313	-0.569	0.754	-12.573	-6.165	-6.042	-36.00	20.67	-28.89	-6.287	45.527	-6.847	-0.92123	0.24438	-0.24365	0.17923	24.1	null	null	13113	100
2026-3-24 14:58:54.389	WT901BLE68(2D9DAA075046)	-0.285	-0.608	0.734	-12.573	-6.409	-5.615	-38.60	18.97	-29.01	-6.287	45.527	-6.847	-0.91141	0.29227	-0.22647	0.18036	24.1	null	null	13113	100
2026-3-24 14:58:54.599	WT901BLE68(2D9DAA075046)	-0.254	-0.646	0.713	-12.939	-7.019	-5.432	-41.18	17.24	-28.90	-9.080	47.513	-0.813	-0.91141	0.29227	-0.22647	0.18036	24.1	null	null	13113	100
2026-3-24 14:58:54.809	WT901BLE68(2D9DAA075046)	-0.223	-0.684	0.690	-13.062	-7.385	-5.127	-43.70	15.47	-28.53	-9.080	47.513	-0.813	-0.89923	0.34445	-0.20386	0.17630	24.1	null	null	13113	100
2026-3-24 14:58:54.989	WT901BLE68(2D9DAA075046)	-0.193	-0.719	0.663	-13.245	-8.118	-4.883	-46.17	13.71	-27.98	-11.540	48.747	6.107	-0.89923	0.34445	-0.20386	0.17630	24.1	null	null	13113	100
2026-3-24 14:58:55.199	WT901BLE68(2D9DAA075046)	-0.164	-0.753	0.636	-12.939	-8.057	-4.272	-48.62	11.95	-27.21	-11.540	48.747	6.107	-0.88660	0.39148	-0.17969	0.16812	24.1	null	null	13113	100
2026-3-24 14:58:55.409	WT901BLE68(2D9DAA075046)	-0.139	-0.783	0.608	-13.000	-9.338	-3.784	-51.04	10.15	-26.11	-13.473	48.700	13.147	-0.88660	0.39148	-0.17969	0.16812	24.1	null	null	13113	100
2026-3-24 14:58:55.619	WT901BLE68(2D9DAA075046)	-0.104	-0.810	0.578	-12.817	-11.108	-3.357	-53.44	8.36	-24.79	-13.473	48.700	13.147	-0.87164	0.44174	-0.14709	0.15277	24.1	null	null	13113	100
2026-3-24 14:58:55.799	WT901BLE68(2D9DAA075046)	-0.073	-0.834	0.543	-12.573	-12.451	-2.625	-55.78	6.51	-23.08	-13.740	48.493	19.967	-0.87164	0.44174	-0.14709	0.15277	24.1	null	null	13113	100
2026-3-24 14:58:56.9	WT901BLE68(2D9DAA075046)	-0.033	-0.857	0.513	-11.963	-15.076	-1.831	-58.02	4.63	-20.89	-13.740	48.493	19.967	-0.85812	0.48468	-0.10773	0.13037	24.1	null	null	13113	100
2026-3-24 14:58:56.219	WT901BLE68(2D9DAA075046)	-0.000	-0.876	0.481	-11.414	-17.700	-1.160	-60.18	2.74	-18.29	-13.053	46.847	25.007	-0.85812	0.48468	-0.10773	0.13037	24.1	null	null	13113	100
2026-3-24 14:58:56.399	WT901BLE68(2D9DAA075046)	0.022	-0.895	0.448	-10.376	-21.545	-0.244	-62.27	0.81	-15.12	-13.053	46.847	25.007	-0.84476	0.52298	-0.05685	0.09763	24.1	null	null	13113	100
2026-3-24 14:58:56.609	WT901BLE68(2D9DAA075046)	0.078	-0.912	0.416	-9.521	-24.841	0.610	-64.28	-1.13	-11.37	-9.600	45.853	29.047	-0.84476	0.52298	-0.05685	0.09763	24.1	null	null	13113	100
2026-3-24 14:58:56.819	WT901BLE68(2D9DAA075046)	0.083	-0.920	0.387	-8.118	-26.794	1.282	-66.22	-3.06	-6.95	-9.600	45.853	29.047	-0.82944	0.55630	0.01456	0.04703	24.1	null	null	13113	100
2026-3-24 14:58:57.29	WT901BLE68(2D9DAA075046)	0.128	-0.933	0.353	-6.836	-31.189	1.831	-68.12	-4.92	-2.08	-5.993	42.453	32.513	-0.82944	0.55630	0.01456	0.04703	24.1	null	null	13113	100
2026-3-24 14:58:57.209	WT901BLE68(2D9DAA075046)	0.140	-0.945	0.315	-5.188	-33.203	2.136	-69.97	-6.70	3.24	-5.993	42.453	32.513	-0.81259	0.57578	0.08942	-0.00845	24.1	null	null	13113	100
2026-3-24 14:58:57.419	WT901BLE68(2D9DAA075046)	0.168	-0.948	0.292	-3.845	-34.180	2.197	-71.77	-8.43	8.93	-3.100	41.200	30.660	-0.81259	0.57578	0.08942	-0.00845	24.1	null	null	13113	100
2026-3-24 14:58:57.629	WT901BLE68(2D9DAA075046)	0.189	-0.950	0.262	-1.770	-38.696	1.648	-73.50	-10.11	14.78	-3.100	41.200	30.660	-0.78992	0.58264	0.17685	-0.07181	24.1	null	null	13113	100
2026-3-24 14:58:57.809	WT901BLE68(2D9DAA075046)	0.225	-0.953	0.233	-0.366	-37.964	0.671	-75.16	-11.73	20.60	-0.433	40.133	27.140	-0.78992	0.58264	0.17685	-0.07181	24.1	null	null	13113	100
2026-3-24 14:58:58.19	WT901BLE68(2D9DAA075046)	0.249	-0.951	0.204	0.610	-37.903	-0.427	-76.77	-13.37	26.29	-0.433	40.133	27.140	-0.76636	0.57727	0.25409	-0.12143	24.1	null	null	13113	100
2026-3-24 14:58:58.229	WT901BLE68(2D9DAA075046)	0.269	-0.957	0.176	0.183	-35.828	0.061	-78.43	-14.92	31.37	-1.993	39.433	22.760	-0.76636	0.57727	0.25409	-0.12143	24.1	null	null	13113	100
2026-3-24 14:58:58.439	WT901BLE68(2D9DAA075046)	0.302	-0.952	0.148	1.953	-33.630	-3.723	-80.20	-16.28	35.98	-1.993	39.433	22.760	-0.74008	0.56924	0.32285	-0.15454	24.1	null	null	13113	100
